ITEM: TIMESTEP
10000000
ITEM: NUMBER OF ATOMS
6086
ITEM: BOX BOUNDS pp pp pp
-29.5011 29.5011
-29.5011 29.5011
-29.5011 29.5011
ITEM: ATOMS id mol type x y z 
4962 34 2 10.33 -0.291975 11.1025 
2613 18 2 9.13805 -0.288587 11.0283 
4958 34 3 11.2029 -1.67288 11.4162 
4960 34 5 12.1094 -1.97495 11.3932 
4959 34 3 10.9539 -1.14551 11.6393 
3873 27 3 1.17219 -6.33894 14.4179 
2151 13 3 0.372309 -4.24625 13.6486 
4734 33 3 2.72941 -5.62288 13.0419 
4497 31 3 4.44266 -4.23529 13.4627 
2150 13 3 0.514995 -3.53949 14.2178 
3881 27 2 2.23355 -3.72223 12.721 
4496 31 2 4.17386 -3.07899 14.4676 
2194 13 3 0.78875 -1.74905 14.5336 
2192 13 2 2.0353 -0.00573639 13.1664 
2193 13 2 2.02365 -0.930458 13.8963 
4490 31 3 3.79169 -0.114126 14.6788 
4489 31 3 3.12349 -0.192328 14.412 
4740 33 2 2.69791 -1.40266 13.5099 
4739 33 3 2.32274 -1.69211 13.2281 
2196 13 2 2.28877 -2.10454 14.504 
4492 31 3 3.20878 -0.461037 13.4202 
4495 31 5 4.62168 -1.45854 13.7389 
3872 27 3 0.672239 -6.64797 15.315 
2149 13 3 0.403528 -3.8638 15.2614 
2148 13 3 0.251439 -3.59693 16.0984 
2195 13 2 0.684769 -2.27248 15.0592 
2199 13 2 2.27635 -2.69808 16.0776 
2145 13 3 0.184718 -1.36729 15.0324 
2146 13 3 0.0759449 -1.60202 15.0228 
2198 13 2 2.5342 -2.01924 15.6198 
2197 13 3 3.15912 -0.751139 15.8863 
5536 39 2 2.04134 1.62657 -14.9745 
5530 39 3 3.56439 0.799569 -15.2645 
5502 39 2 2.49707 0.103116 -15.3322 
5504 39 3 5.05813 0.274115 -15.8944 
5531 39 3 4.46778 1.32766 -15.203 
5492 39 3 3.05374 2.83106 -14.7777 
5493 39 3 3.78341 3.83625 -15.5384 
5494 39 3 4.28171 3.97536 -15.1246 
5520 39 1 5.28257 2.72268 -15.3926 
1785 10 2 1.08172 0.607383 -12.7671 
5496 39 3 2.79453 1.83144 -13.9354 
5497 39 3 2.267 0.887416 -13.1127 
5532 39 3 3.68125 0.79553 -14.3625 
5297 37 2 4.05478 1.31266 -13.5839 
5535 39 3 2.26379 1.33535 -13.9161 
5534 39 3 2.88534 0.750063 -13.9942 
5529 39 3 4.11726 0.0220772 -14.4912 
5505 39 2 5.48258 0.379574 -13.1342 
5298 37 2 5.7785 1.60829 -12.7212 
5518 39 2 5.91469 0.867709 -12.8795 
5526 39 2 5.05444 0.417862 -12.8067 
5521 39 2 5.77865 0.197089 -14.5787 
5299 37 3 7.79669 0.904512 -14.2994 
5301 37 2 8.35093 0.707556 -12.7333 
5490 39 3 1.86661 3.36514 -13.5382 
5489 39 3 1.04788 3.83906 -12.9502 
5487 39 1 0.167767 4.11976 -14.4414 
5495 39 3 3.99531 3.02632 -14.1067 
5491 39 3 2.27791 2.70987 -14.2729 
5295 37 2 4.49635 2.22365 -13.482 
5296 37 2 4.62024 2.75892 -14.2834 
602 3 3 4.40666 5.83971 -13.3608 
1192 6 2 9.11487 5.32332 -12.753 
599 3 3 2.44402 7.33228 -14.5908 
601 3 3 2.41315 6.89017 -14.0301 
592 3 3 5.2639 6.51344 -13.1684 
1782 10 2 0.351299 0.869968 -12.3134 
1783 10 2 1.07916 0.703147 -11.5532 
1781 10 3 0.254612 0.581763 -11.9938 
1768 10 3 1.97159 0.0277143 -12.5284 
5294 37 2 3.62217 1.12559 -12.4797 
1780 10 5 2.88883 0.959246 -12.3775 
5519 39 1 5.56723 1.48776 -11.5876 
5513 39 2 5.46698 1.87861 -11.3704 
5514 39 3 5.90454 1.48576 -11.1043 
5506 39 3 4.52499 0.0899921 -12.3435 
5516 39 3 4.77743 1.95549 -11.9676 
5507 39 3 5.90053 0.715182 -12.3509 
5517 39 3 5.35798 1.10707 -11.9939 
5515 39 3 5.56074 2.02436 -12.4258 
5300 37 2 7.8193 0.0458073 -12.207 
5512 39 3 7.81299 1.57771 -11.6299 
5302 37 2 7.76811 2.02938 -11.2022 
5508 39 2 7.0182 0.626562 -12.5489 
131 1 3 10.192 1.65406 -11.3676 
5511 39 3 8.74428 1.13209 -11.3581 
132 1 3 10.0843 1.55238 -11.0238 
1211 6 3 2.10499 3.4703 -11.3467 
1209 6 2 1.97112 3.62338 -11.3577 
1210 6 3 2.74162 3.82301 -11.0876 
1208 6 2 2.96081 3.24499 -11.1822 
1778 10 2 3.69216 2.81286 -11.2178 
1779 10 4 2.36442 2.38082 -12.3709 
1187 6 2 7.82186 2.33567 -10.9956 
129 1 3 9.32149 2.6556 -12.1344 
130 1 3 9.70174 2.14999 -11.6029 
128 1 3 9.0477 3.6489 -12.5088 
127 1 3 9.9947 3.57612 -12.1236 
126 1 3 10.167 3.14494 -11.3946 
125 1 3 10.4985 3.53601 -11.0608 
124 1 3 9.92701 4.13257 -10.5465 
1212 6 3 0.686718 4.22793 -12.3833 
1099 6 5 0.0902024 4.33157 -10.9067 
1202 6 2 3.8335 5.10992 -10.8728 
1201 6 2 2.51974 5.8074 -11.4835 
1200 6 2 2.12188 6.06449 -11.4654 
1065 6 2 3.29105 4.64708 -11.0317 
1066 6 3 2.92339 4.3785 -10.8266 
591 3 2 5.91285 4.76009 -11.8505 
605 3 2 5.56383 5.38794 -10.8453 
604 3 2 5.25002 5.00414 -11.4802 
603 3 3 6.14991 5.14359 -12.6304 
606 3 2 6.08053 4.24926 -10.6211 
5546 40 2 5.80901 6.18332 -11.0656 
1194 6 3 6.57656 6.17469 -10.877 
1193 6 3 7.99133 6.01235 -10.6673 
1254 7 3 0.109051 7.16417 -12.5032 
1252 7 3 0.521575 7.52154 -11.8926 
1251 7 3 2.065 8.40472 -10.9372 
1198 6 5 4.02696 6.625 -10.7181 
1197 6 3 3.22712 6.81124 -11.557 
598 3 2 2.53912 7.93829 -11.9827 
1199 6 3 2.91604 6.33454 -12.0525 
593 3 2 4.39456 7.08502 -12.5293 
1196 6 2 4.37933 6.89582 -11.1048 
590 3 3 6.96327 6.77531 -12.0781 
5547 40 1 6.36287 6.42485 -11.121 
597 3 3 2.57323 9.07149 -12.6098 
589 3 2 5.96703 8.99702 -11.708 
587 3 3 5.39619 8.8131 -11.769 
585 3 3 4.41139 9.17858 -10.845 
586 3 3 4.97537 8.62747 -11.3493 
588 3 3 6.45375 9.01579 -11.5724 
1788 10 3 0.120088 0.0298404 -10.2533 
1775 10 2 1.79825 1.14163 -9.55816 
1102 6 2 0.98112 1.74876 -9.2925 
1223 6 3 0.120984 1.79302 -8.47391 
1104 6 3 1.78043 1.75208 -8.89129 
1787 10 2 0.960413 0.456316 -10.1689 
5483 39 1 0.215038 2.01787 -9.74677 
1326 7 2 1.42743 0.395462 -9.29849 
1774 10 2 2.66304 2.08467 -8.56479 
1772 10 2 2.85627 0.8427 -10.0891 
1103 6 2 2.2984 1.80708 -9.87547 
5309 37 2 5.64174 0.158252 -8.5264 
5293 37 6 5.86648 0.368254 -10.4802 
5510 39 2 8.05301 1.43342 -10.4196 
5303 37 2 6.94077 0.661671 -10.2409 
5509 39 2 7.3874 1.59895 -10.484 
34 1 2 9.73904 0.0868997 -9.10796 
133 1 3 10.3567 1.94569 -10.3405 
5371 38 3 9.24874 1.26573 -9.26784 
1182 6 3 10.035 1.27984 -8.48262 
135 1 3 10.7605 1.39037 -9.08747 
134 1 3 10.5406 1.58716 -9.47028 
5366 38 3 12.5682 0.181373 -8.43535 
5369 38 3 12.2455 0.789265 -9.49104 
1109 6 4 1.30214 3.78102 -10.0949 
1105 6 3 1.98641 3.65971 -8.85988 
1261 7 2 0.423899 2.24897 -8.98351 
5484 39 1 1.25841 3.63743 -10.4074 
1777 10 2 3.96528 2.7831 -9.35649 
1776 10 2 2.6262 2.48694 -8.97939 
1101 6 2 2.89371 3.7744 -8.46924 
1205 6 3 4.51655 4.05936 -9.51762 
70 1 3 5.60521 3.11701 -8.53297 
1189 6 3 8.17123 4.1159 -9.88847 
1188 6 3 8.07248 4.08944 -10.0352 
69 1 2 7.01187 3.39023 -8.729 
1186 6 3 7.41457 2.41641 -9.79467 
1185 6 3 7.7547 3.29402 -9.13366 
3 1 2 8.05026 2.53124 -9.29136 
1190 6 2 9.08969 4.07248 -9.71055 
1181 6 2 8.86013 2.56171 -9.72302 
1180 6 3 9.7623 3.44432 -9.15593 
111 1 2 11.1158 3.11101 -9.2951 
1106 6 2 1.19954 4.41849 -9.37487 
596 3 3 1.37392 5.50371 -9.34016 
595 3 3 0.991565 4.31597 -8.54345 
600 3 2 0.408059 5.90261 -9.79539 
1108 6 2 1.53592 5.08322 -9.32443 
1110 6 3 1.39639 4.76979 -8.59731 
1073 6 2 0.250597 5.74445 -8.57876 
551 3 2 1.27768 6.16571 -9.24904 
1112 6 3 0.767664 5.57773 -8.68757 
1107 6 2 1.01437 5.1855 -10.0401 
1100 6 5 1.4396 5.33683 -10.5014 
1111 6 3 0.46987 5.47209 -9.23606 
1114 6 3 0.361341 5.8121 -8.64458 
594 3 4 2.37197 5.18994 -8.58938 
1204 6 2 3.46635 4.29551 -9.77804 
1203 6 2 3.27328 4.9104 -10.3987 
608 3 3 5.58075 5.36463 -9.43544 
607 3 3 5.54231 4.88086 -9.82644 
10 1 2 7.74233 5.41665 -8.70302 
72 1 2 6.76952 4.27037 -8.87068 
1191 6 2 9.02465 6.1654 -10.3352 
123 1 3 9.7943 4.7125 -10.205 
1179 6 2 10.3004 4.34902 -8.87678 
1178 6 3 10.8123 4.43163 -9.01232 
583 3 3 1.68024 7.97992 -9.42868 
1115 6 3 0.303593 6.91135 -8.89252 
549 3 2 0.270196 8.29494 -9.69324 
550 3 2 1.97674 6.80814 -9.83363 
1072 6 2 2.00751 8.1282 -9.70525 
1241 7 4 3.13586 7.21686 -8.89271 
1067 6 2 4.06906 6.64664 -10.3503 
1071 6 2 3.52974 7.229 -9.49496 
1070 6 3 3.12463 7.63274 -9.96252 
1195 6 3 5.51295 6.9668 -10.4075 
609 3 2 5.46073 6.44418 -8.66141 
5548 40 2 5.50124 8.21517 -9.71182 
1068 6 3 4.7973 8.35352 -9.00566 
1162 6 2 6.20288 8.33052 -10.2005 
11 1 2 7.58752 7.20263 -8.47074 
1163 6 3 7.079 7.58388 -9.07828 
1165 6 3 7.85568 7.77163 -9.73321 
110 1 5 11.1675 7.07242 -8.96944 
1170 6 3 10.7274 6.94922 -9.98469 
1171 6 2 10.8236 6.38664 -9.04209 
1169 6 3 10.7356 8.00798 -8.8587 
580 3 3 1.42456 9.54622 -9.6212 
579 3 3 1.38217 9.41926 -9.9987 
582 3 3 1.62628 8.64001 -10.0237 
578 3 3 1.78683 10.3667 -9.52695 
577 3 3 1.16338 10.0867 -9.17585 
581 3 2 1.48661 9.10333 -8.92626 
924 5 2 1.35455 8.91613 -8.53054 
540 3 2 0.443642 8.6683 -9.11665 
1250 7 3 2.5954 8.96098 -9.97773 
584 3 3 2.46634 8.73353 -9.63673 
1249 7 3 3.44341 9.24785 -9.33096 
1248 7 3 3.88916 10.09 -8.82209 
1069 6 2 5.25707 8.57809 -9.06852 
1164 6 2 6.481 9.15589 -9.46653 
1166 6 3 8.54976 8.87885 -9.51976 
1167 6 3 9.7109 9.10028 -10.1932 
1168 6 3 10.2105 8.59753 -9.59142 
541 3 1 0.813298 10.6203 -10.3334 
575 3 3 0.673657 11.732 -9.40886 
576 3 3 0.814674 10.7477 -8.94901 
1126 6 3 1.41424 11.7412 -9.85075 
1128 6 2 2.05141 11.6372 -9.52663 
1127 6 3 2.19487 11.6971 -8.94057 
1247 7 3 4.82984 10.7499 -8.59517 
1132 6 3 4.8694 11.1122 -10.0627 
1130 6 3 4.53543 11.6677 -10.1675 
1131 6 3 4.88079 10.8229 -10.0198 
1125 6 3 0.552485 12.7242 -9.34387 
1129 6 2 3.59148 13.0652 -9.6955 
1133 6 3 5.01694 12.883 -9.73793 
1134 6 3 5.39471 13.0621 -8.76795 
289 2 2 1.02435 1.08682 -6.41238 
5724 42 1 0.110535 0.606616 -6.98427 
277 2 1 0.0192685 1.08028 -6.90373 
5835 44 3 1.55144 0.294963 -7.30622 
1773 10 3 2.30445 1.90164 -8.33571 
283 2 2 2.82221 1.29959 -6.88636 
284 2 3 3.31906 1.43428 -6.90494 
5834 44 3 2.24867 0.058208 -6.32538 
5311 37 2 4.97638 0.484013 -6.59979 
67 1 3 5.68403 0.617485 -6.7116 
154 1 1 6.22893 0.452913 -6.99381 
5323 37 3 7.55309 0.577875 -7.63533 
5324 37 3 7.91583 0.488851 -7.26525 
26 1 2 9.07456 1.82028 -7.29301 
5370 38 2 10.4918 1.48284 -8.14071 
137 1 3 11.0238 1.83312 -6.59966 
5365 38 3 12.3919 0.0239064 -8.15214 
282 2 2 0.202628 2.15595 -6.43368 
1080 6 3 2.08214 4.19904 -6.40596 
1079 6 2 1.36989 3.35824 -6.57349 
1077 6 5 0.130889 3.45211 -6.58555 
287 2 2 0.543987 2.55456 -6.47858 
1087 6 3 2.46666 3.84305 -6.47706 
1206 6 3 4.70582 3.73757 -8.38505 
1207 6 2 4.32685 3.90145 -8.01323 
71 1 2 5.75478 3.47418 -6.86314 
73 1 3 6.11788 3.52974 -6.832 
5545 40 2 5.5158 3.67368 -6.71193 
68 1 2 5.14243 2.41757 -7.08088 
153 1 3 4.89293 2.45604 -8.0531 
75 1 3 7.91883 3.57031 -6.44937 
74 1 3 6.9276 3.31861 -6.71704 
6 1 3 6.69117 3.65556 -6.63353 
4 1 2 6.53207 2.47595 -8.11078 
5 1 3 7.17014 3.02749 -7.50232 
2 1 1 6.75965 2.1267 -8.05652 
81 1 3 10.456 3.36357 -7.90174 
82 1 3 10.2504 3.98684 -7.35804 
76 1 2 9.60945 4.10221 -6.35563 
83 1 3 10.0899 3.44555 -6.35042 
1176 6 2 9.15008 3.77047 -7.10018 
1184 6 3 8.49278 2.19129 -7.94565 
1183 6 2 8.65204 2.28319 -7.36415 
1177 6 2 10.4708 2.91699 -7.36199 
1173 6 2 10.649 3.32714 -6.92001 
136 1 3 10.7332 2.18007 -7.74721 
28 1 2 11.7531 2.29859 -7.41533 
113 1 2 12.9147 3.04417 -7.51395 
114 1 2 12.9043 4.08463 -6.48746 
1078 6 2 0.664578 4.69405 -7.39666 
1086 6 3 2.06891 4.80809 -6.57132 
1081 6 2 1.56212 4.52062 -8.09355 
552 3 3 0.654827 5.06436 -6.64076 
553 3 3 0.657317 5.49047 -6.74044 
538 3 2 3.28147 6.02923 -7.67468 
1242 7 2 3.7844 6.20701 -8.08481 
1082 6 2 3.81932 6.04278 -6.58959 
1 1 1 2.99963 4.2756 -7.773 
5551 40 6 5.62002 5.23137 -6.98897 
7 1 2 5.59954 4.91776 -7.73558 
105 1 3 6.02669 5.97777 -6.43872 
5550 40 1 4.51913 5.64817 -8.34845 
8 1 3 6.65188 5.3266 -7.66253 
80 1 2 10.4407 5.04385 -8.19242 
109 1 3 10.1553 5.9528 -7.46439 
9 1 4 8.74939 4.71745 -8.20526 
1172 6 3 9.64243 4.86187 -7.21349 
122 1 3 9.4761 5.84898 -7.41788 
112 1 4 12.185 5.74147 -8.37199 
77 1 2 11.3436 4.52851 -6.76559 
78 1 4 12.2393 4.73927 -6.80278 
79 1 2 11.5282 4.27691 -7.94665 
225 1 2 12.4408 6.03748 -6.34194 
221 1 2 11.9225 5.61848 -6.62795 
116 1 2 13.3085 5.0854 -7.43195 
115 1 2 12.8656 4.97025 -6.53157 
555 3 3 0.544822 7.67734 -6.32388 
923 5 5 1.12736 7.96135 -7.83023 
539 3 3 1.68907 7.41985 -7.05835 
1113 6 3 1.45881 6.32738 -8.14849 
1240 7 3 4.06112 6.38884 -8.09681 
1083 6 2 2.52847 6.76854 -6.83791 
1243 7 2 5.28807 7.89559 -7.84079 
5549 40 2 5.07318 7.7583 -6.94923 
107 1 3 8.10527 6.73279 -7.50341 
106 1 3 8.01326 6.46506 -7.07685 
108 1 3 9.02917 6.84486 -6.8013 
12 1 2 9.24077 7.17622 -8.21983 
227 1 2 10.714 7.24493 -6.34649 
932 5 3 0.963156 9.76527 -7.41373 
930 5 3 1.67875 10.4984 -6.54565 
925 5 3 1.8624 9.32265 -7.84527 
926 5 2 0.499286 9.70966 -7.39646 
931 5 3 0.905212 9.82767 -7.19373 
1246 7 2 4.19375 9.42291 -7.3737 
922 5 3 3.03803 9.86429 -7.04718 
1244 7 2 4.53206 9.75205 -6.90575 
1003 5 3 5.11754 9.76612 -6.74594 
1004 5 3 5.05316 9.74272 -6.37516 
1161 6 3 6.54756 8.5393 -7.64965 
1160 6 3 6.60035 8.76875 -7.46132 
1159 6 3 6.88281 9.58428 -7.35852 
928 5 3 1.85299 12.5587 -7.35824 
927 5 3 1.77968 11.6042 -7.80085 
929 5 3 1.76538 11.3169 -6.8404 
3551 26 2 0.926528 10.6225 -6.47498 
1117 6 7 0.451227 11.5629 -6.69425 
3550 26 2 1.05203 11.557 -7.09615 
1245 7 3 4.8378 11.1932 -8.40343 
1135 6 2 5.0979 12.6317 -6.38808 
1157 6 3 7.4281 11.4686 -8.10996 
1154 6 2 7.91481 12.2149 -6.6446 
1158 6 3 7.19849 11.08 -7.54634 
1155 6 2 8.50821 12.6427 -7.58586 
3548 26 5 0.0841868 14.5196 -6.79381 
3549 26 3 0.57025 13.1455 -6.70268 
275 2 2 2.0818 0.952539 -4.36034 
4057 28 2 0.848348 0.441469 -5.55365 
259 2 2 1.09463 0.389302 -5.69319 
290 2 3 1.07372 1.40909 -5.77456 
281 2 3 0.540605 0.894369 -5.3749 
4056 28 5 0.295526 0.46626 -6.1515 
66 1 2 3.88752 0.620489 -5.96178 
159 1 2 4.05301 0.103942 -6.1804 
291 2 3 2.54174 0.875968 -4.83003 
160 1 2 3.81652 2.0323 -5.74662 
285 2 3 2.34309 1.95697 -4.83293 
274 2 2 3.11663 0.297934 -4.79163 
65 1 3 5.67977 0.634568 -5.61146 
155 1 4 5.03276 1.25109 -6.07357 
158 1 2 6.23891 1.50946 -5.29668 
156 1 1 4.54521 1.0761 -4.69996 
164 1 2 7.53521 0.961934 -4.27247 
64 1 2 8.03577 0.639588 -4.94114 
5388 38 2 7.84519 1.02901 -4.94285 
31 1 3 9.56464 0.496091 -5.86772 
138 1 3 10.6688 1.26756 -5.92351 
139 1 3 11.1315 1.05143 -5.52328 
140 1 3 11.2102 1.26244 -4.75851 
27 1 1 10.9519 1.16264 -6.07558 
288 2 4 0.139838 2.60734 -6.12372 
286 2 3 1.20113 2.42135 -4.8374 
276 2 2 0.115664 2.95057 -4.57348 
161 1 4 3.74691 2.37693 -4.50719 
1090 6 3 3.34529 4.08038 -4.62337 
5544 40 2 4.14449 3.37749 -4.49871 
611 3 3 4.22156 3.86538 -5.35362 
612 3 2 4.43655 4.04793 -4.61236 
25 1 4 7.7992 2.8845 -6.14513 
1174 6 2 10.3728 3.67984 -6.15021 
90 1 2 8.79426 3.82857 -4.51794 
1175 6 3 8.48971 2.71678 -5.40872 
117 1 2 12.4296 3.55677 -5.536 
141 1 3 12.2858 2.49865 -4.37755 
142 1 3 12.2746 3.82906 -4.26747 
84 1 3 11.0547 3.81014 -4.4629 
118 1 2 11.6158 2.83814 -5.00744 
143 1 3 11.8853 3.58411 -4.97498 
2790 21 3 14.7644 3.62703 -4.23904 
1091 6 1 1.96981 5.40963 -4.79394 
1085 6 3 1.74607 5.35977 -5.33116 
1089 6 5 1.52748 4.83564 -4.35417 
1088 6 3 2.12858 4.554 -5.37886 
1084 6 3 2.78367 5.79422 -6.09371 
610 3 3 4.48232 5.60341 -6.17895 
1239 7 3 5.61059 6.077 -5.90319 
23 1 2 5.91125 5.49282 -4.81463 
103 1 2 5.29664 6.01764 -4.23392 
152 1 1 5.01365 5.22102 -5.94457 
89 1 3 7.96292 4.26601 -5.53855 
148 1 2 7.72211 5.74931 -5.03166 
24 1 2 6.79381 4.23661 -6.10953 
22 1 2 6.7315 4.43986 -4.91458 
121 1 2 9.23449 4.24897 -4.52211 
87 1 3 9.24981 4.91382 -5.12163 
149 1 2 9.05898 5.89237 -4.74442 
88 1 2 8.48478 5.03432 -4.90157 
120 1 3 10.6699 4.56197 -5.05941 
119 1 2 11.0633 4.74167 -5.76011 
220 1 3 12.2383 5.21123 -4.46575 
521 3 2 0.0124857 7.08422 -4.51693 
1096 6 1 0.440786 7.06598 -4.89037 
1009 5 2 2.06027 8.42159 -4.41213 
5553 40 3 5.76866 7.03442 -5.46803 
5552 40 2 5.87212 7.22289 -6.1423 
5554 40 3 5.43086 7.80664 -4.40159 
104 1 3 5.8513 6.46108 -4.75469 
537 3 2 4.53445 6.94411 -5.48687 
233 1 3 9.24551 6.88055 -4.23939 
85 1 2 11.1604 6.60001 -5.1164 
222 1 3 11.4399 6.98291 -5.90672 
224 1 3 12.0009 6.34448 -5.61796 
226 1 2 11.6544 7.2711 -5.36883 
934 5 3 0.896637 8.75897 -4.93743 
933 5 2 1.00314 8.89587 -6.27926 
1008 5 2 1.66247 9.06199 -4.37766 
501 3 3 0.102599 9.1204 -4.81722 
920 5 2 4.1513 9.8737 -4.40731 
921 5 3 3.74927 9.44134 -5.10171 
1006 5 3 3.97682 9.38376 -5.43452 
246 1 2 3.04398 8.56981 -4.31312 
1007 5 3 3.20851 10.5299 -5.20536 
1136 6 2 4.52307 8.98885 -4.59422 
1137 6 3 4.70723 9.08127 -4.5693 
244 1 2 5.42212 9.68694 -4.34598 
1005 5 2 5.41582 9.60552 -5.90976 
1156 6 2 4.67131 8.80393 -5.50868 
2705 19 1 5.64885 9.595 -4.22756 
1002 5 3 6.40679 10.2385 -5.85117 
242 1 3 9.91823 9.7164 -4.29539 
945 5 3 0.544837 11.5232 -4.66961 
2704 19 1 5.54152 11.477 -4.33313 
1152 6 2 6.3126 11.0614 -4.21865 
1153 6 2 7.554 11.8672 -4.67138 
1001 5 2 7.60293 10.6682 -4.71917 
1148 6 3 8.34425 10.9668 -4.44103 
243 1 3 8.22889 11.4135 -4.8434 
645 3 2 0.439426 14.4796 -4.66117 
1141 6 2 4.14658 13.0408 -4.29994 
1145 6 2 5.02683 13.3801 -4.3035 
1146 6 3 6.42841 13.1325 -4.70264 
1147 6 3 7.44729 12.8945 -4.49231 
272 2 3 2.02699 1.87878 -2.81256 
273 2 3 2.07142 0.738232 -3.21198 
4059 28 2 0.38427 0.725837 -4.20694 
4060 28 2 0.31672 0.752149 -3.69706 
267 2 2 2.40281 1.72887 -2.10914 
5313 37 5 6.01512 0.201949 -3.29868 
157 1 1 5.34991 1.19275 -3.83919 
5316 37 2 4.81977 1.3054 -3.36986 
5315 37 3 5.02298 1.47004 -3.61546 
3463 25 2 4.62036 0.0140767 -2.39619 
5314 37 2 4.9835 0.201307 -3.15542 
3471 25 2 6.85815 0.0600974 -2.14007 
3469 25 2 7.10653 0.949853 -2.36016 
3467 25 2 6.38705 1.5986 -2.57502 
213 1 2 10.0779 1.72159 -3.34475 
167 1 3 8.7217 1.17777 -3.95418 
165 1 3 8.94768 1.49558 -3.71106 
166 1 2 9.57955 0.446199 -3.8764 
2835 21 2 9.46107 1.56253 -3.83483 
2809 21 4 11.0221 0.951321 -3.48643 
2806 21 3 12.4152 0.0457113 -3.18865 
2804 21 3 12.7864 1.02556 -3.06437 
2808 21 3 13.6261 0.0473302 -3.39845 
2802 21 3 14.0032 0.281125 -2.35697 
2805 21 3 12.9011 0.802576 -2.96887 
2803 21 3 12.7737 0.674936 -2.15603 
527 3 3 1.66805 2.87083 -2.68089 
5470 39 5 0.67516 4.14035 -2.46713 
554 3 2 1.3923 4.19492 -3.61962 
528 3 3 2.75347 3.47095 -2.55666 
526 3 2 2.76398 4.08928 -3.96766 
163 1 2 5.17011 2.88485 -3.14962 
5543 40 2 4.73396 3.91768 -3.81732 
3468 25 5 6.54539 2.43636 -2.74755 
1237 7 2 7.65374 3.33552 -2.7349 
162 1 1 6.47017 3.3191 -3.8445 
223 1 2 6.57466 3.72652 -3.95206 
207 1 2 7.16399 3.1386 -2.95987 
151 1 5 8.61264 4.06221 -3.67367 
168 1 2 9.38769 2.83542 -4.07378 
170 1 2 11.8555 3.7915 -2.36976 
173 1 3 11.0573 2.34629 -2.64507 
144 1 2 11.5676 3.84126 -3.32585 
214 1 2 11.305 2.67814 -2.26409 
171 1 2 10.7347 3.58662 -3.12946 
169 1 4 12.3174 3.46498 -2.41547 
216 1 3 11.1672 3.0308 -3.26712 
217 1 3 10.9728 3.84001 -3.14084 
218 1 3 10.9226 3.88676 -3.6292 
172 1 2 10.8186 2.63773 -2.14598 
2793 21 3 13.1716 2.56337 -3.76386 
2794 21 3 13.0016 2.9109 -3.15057 
2792 21 3 13.9172 3.17887 -3.46422 
2795 21 3 12.8999 3.30042 -2.97954 
2791 21 3 14.7387 3.53649 -3.94419 
2796 21 3 13.3502 3.15924 -3.04115 
2797 21 3 14.4215 3.16862 -2.7768 
2798 21 8 15.3694 4.10332 -3.0758 
2799 21 3 15.0388 2.36125 -2.91561 
525 3 2 0.930969 4.90068 -3.21132 
523 3 3 0.197119 5.25137 -4.05778 
522 3 3 0.148949 5.10917 -3.95513 
529 3 3 1.92872 4.36734 -2.90749 
622 3 2 1.27917 5.56989 -2.98361 
624 3 2 1.9537 6.22293 -3.58351 
5471 39 2 0.55196 4.35408 -3.43742 
535 3 2 3.95521 5.55413 -3.36795 
621 3 2 3.63112 4.9848 -2.51826 
536 3 3 4.01875 6.07109 -4.01941 
533 3 5 2.81131 4.96141 -3.92828 
530 3 2 2.92626 4.41505 -2.7291 
534 3 2 4.59398 4.98514 -3.94838 
102 1 2 4.26062 6.30099 -4.12674 
1238 7 2 6.49481 5.75839 -3.68459 
91 1 2 8.05136 5.14003 -2.62767 
92 1 2 7.91171 5.70526 -2.48354 
93 1 2 6.59314 5.79557 -3.19767 
147 1 2 8.17711 5.48408 -3.41064 
1236 7 2 8.63912 4.23576 -3.14999 
146 1 6 9.47763 4.35248 -2.99383 
86 1 2 10.2153 4.90254 -4.1001 
150 1 2 9.90068 5.06536 -3.35531 
234 1 2 10.1954 6.30676 -3.25859 
145 1 2 10.8314 4.95746 -3.10837 
219 1 3 12.4225 4.65235 -3.58243 
186 1 2 10.8234 6.09264 -2.27999 
187 1 2 11.0353 5.37481 -2.67278 
2789 21 3 14.4396 4.32651 -3.82069 
5748 42 1 1.40826 8.3368 -3.4256 
623 3 2 1.90938 6.66249 -2.91962 
625 3 2 1.11226 7.88871 -3.52673 
245 1 2 3.76711 8.14581 -3.19348 
101 1 2 4.82619 7.99356 -3.71387 
18 1 2 8.28244 6.58783 -2.50377 
21 1 2 7.18894 6.46012 -2.65371 
19 1 3 7.79767 7.59256 -2.63225 
5560 40 2 8.40224 7.72493 -3.82728 
5561 40 1 7.1534 8.24617 -2.46525 
959 5 2 6.88993 6.94172 -2.27018 
236 1 2 9.83619 8.33975 -2.43924 
17 1 1 9.49659 7.18877 -2.2002 
13 1 2 9.41397 7.79162 -3.75209 
14 1 3 10.1707 6.83486 -2.1779 
232 1 2 10.3349 6.6573 -3.98774 
241 1 3 10.0703 7.99914 -3.6849 
231 1 3 10.4492 6.94324 -3.40796 
235 1 2 9.0797 6.67005 -3.08979 
16 1 2 10.3735 8.1813 -3.28151 
15 1 3 9.1314 6.33451 -2.26854 
229 1 1 11.755 7.79634 -3.11034 
238 1 2 11.07 7.17162 -3.94295 
240 1 3 11.3665 6.78763 -3.0694 
239 1 3 11.3548 6.35052 -3.33059 
228 1 3 11.6858 8.11076 -3.60784 
975 5 3 13.0723 7.26665 -2.34229 
502 3 2 1.05669 9.75277 -4.07457 
